Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Anxiety disorders,AUS,Female,2008,78321.0372,No data,No data,49701.28178,No data,0,4107.012695
Attention-deficit_hyperactivity disorder,AUS,Female,2008,1413.36301,No data,No data,49701.28178,No data,0,4107.012695
Bipolar disorder,AUS,Female,2008,24907.24406,No data,No data,49701.28178,No data,0,4107.012695
Depressive disorders,AUS,Female,2008,106435.8388,No data,No data,49701.28178,No data,0,4107.012695
Eating disorders,AUS,Female,2008,25033.50024,No data,No data,49701.28178,No data,0,4107.012695
Idiopathic developmental intellectual disability,AUS,Female,2008,912.9619196,No data,No data,49701.28178,No data,0,4107.012695
Schizophrenia,AUS,Female,2008,24440.58135,No data,No data,49701.28178,No data,0,4107.012695
Anxiety disorders,AUS,Female,2009,79053.48647,No data,No data,42816.5674,No data,0,4011.932617
Attention-deficit_hyperactivity disorder,AUS,Female,2009,1423.804825,No data,No data,42816.5674,No data,0,4011.932617
Bipolar disorder,AUS,Female,2009,25257.4222,No data,No data,42816.5674,No data,0,4011.932617
Depressive disorders,AUS,Female,2009,107301.4192,No data,No data,42816.5674,No data,0,4011.932617
Eating disorders,AUS,Female,2009,25561.77209,No data,No data,42816.5674,No data,0,4011.932617
Idiopathic developmental intellectual disability,AUS,Female,2009,936.7443674,No data,No data,42816.5674,No data,0,4011.932617
Schizophrenia,AUS,Female,2009,24798.99425,No data,No data,42816.5674,No data,0,4011.932617
Anxiety disorders,ARG,Female,2014,179159.2771,Yes,Yes,12334.79825,No data,0,1280.614868
Attention-deficit_hyperactivity disorder,ARG,Female,2014,3117.186011,Yes,Yes,12334.79825,No data,0,1280.614868
Bipolar disorder,ARG,Female,2014,35390.03923,Yes,Yes,12334.79825,No data,0,1280.614868
Depressive disorders,ARG,Female,2015,164348.7866,No data,No data,13789.06042,No data,0,1525.053101
Eating disorders,ARG,Female,2015,24398.8786,No data,No data,13789.06042,No data,0,1525.053101
Anxiety disorders,AUS,Female,2013,83237.82713,No data,No data,68198.41934,No data,0,5843.173828
Attention-deficit_hyperactivity disorder,AUS,Female,2013,1482.925681,No data,No data,68198.41934,No data,0,5843.173828
Bipolar disorder,AUS,Female,2013,26773.09234,No data,No data,68198.41934,No data,0,5843.173828
Depressive disorders,AUS,Female,2013,110819.3369,No data,No data,68198.41934,No data,0,5843.173828
Eating disorders,AUS,Female,2013,27301.40669,No data,No data,68198.41934,No data,0,5843.173828
Idiopathic developmental intellectual disability,AUS,Female,2013,1052.192488,No data,No data,68198.41934,No data,0,5843.173828
Schizophrenia,AUS,Female,2013,26373.35373,No data,No data,68198.41934,No data,0,5843.173828
Idiopathic developmental intellectual disability,USA,Female,2008,31699.00318,No data,No data,48570.04598,No data,0,7347.45459
Schizophrenia,USA,Female,2008,333301.4526,No data,No data,48570.04598,No data,0,7347.45459
Bipolar disorder,USA,Female,2008,201636.2718,No data,No data,48570.04598,No data,0,7347.45459
Depressive disorders,USA,Female,2008,1535171.538,No data,No data,48570.04598,No data,0,7347.45459
Eating disorders,USA,Female,2008,210939.1756,No data,No data,48570.04598,No data,0,7347.45459
Anxiety disorders,USA,Female,2008,1235881.674,No data,No data,48570.04598,No data,0,7347.45459
Attention-deficit_hyperactivity disorder,USA,Female,2008,10602.84649,No data,No data,48570.04598,No data,0,7347.45459
Schizophrenia,TUR,Female,2008,48381.45712,No data,No data,10843.50369,No data,0,564
Bipolar disorder,TUR,Female,2008,64519.66909,No data,No data,10843.50369,No data,0,564
Anxiety disorders,TUR,Female,2008,160236.1107,No data,No data,10843.50369,No data,0,564
Depressive disorders,TUR,Female,2008,292386.557,No data,No data,10843.50369,No data,0,564
Eating disorders,TUR,Female,2008,31828.04507,No data,No data,10843.50369,No data,0,564
Attention-deficit_hyperactivity disorder,TUR,Female,2008,5177.903855,No data,No data,10843.50369,No data,0,564
Idiopathic developmental intellectual disability,TUR,Female,2008,15016.01821,No data,No data,10843.50369,No data,0,564
Schizophrenia,VNM,Female,2008,67537.84895,No data,No data,1158.101627,No data,0,64.11656189
Bipolar disorder,VNM,Female,2008,53203.3812,No data,No data,1158.101627,No data,0,64.11656189
Depressive disorders,VNM,Female,2008,238216.3735,No data,No data,1158.101627,No data,0,64.11656189
Eating disorders,VNM,Female,2008,15494.18992,No data,No data,1158.101627,No data,0,64.11656189
Anxiety disorders,VNM,Female,2008,111330.8744,No data,No data,1158.101627,No data,0,64.11656189
Attention-deficit_hyperactivity disorder,VNM,Female,2008,2065.794465,No data,No data,1158.101627,No data,0,64.11656189
Idiopathic developmental intellectual disability,VNM,Female,2008,26419.1918,No data,No data,1158.101627,No data,0,64.11656189
Anxiety disorders,AUT,Female,2008,27448.06435,No data,No data,51919.98358,No data,0,5058
Attention-deficit_hyperactivity disorder,AUT,Female,2008,197.1188427,No data,No data,51919.98358,No data,0,5058
Bipolar disorder,AUT,Female,2008,9229.108295,No data,No data,51919.98358,No data,0,5058
Depressive disorders,AUT,Female,2008,32191.77889,No data,No data,51919.98358,No data,0,5058
Eating disorders,AUT,Female,2008,7928.542054,No data,No data,51919.98358,No data,0,5058
Idiopathic developmental intellectual disability,AUT,Female,2008,624.7605977,No data,No data,51919.98358,No data,0,5058
Schizophrenia,AUT,Female,2008,7742.328064,No data,No data,51919.98358,No data,0,5058
Anxiety disorders,BGR,Female,2009,17774.52216,No data,No data,6988.273163,No data,0,459
Attention-deficit_hyperactivity disorder,BGR,Female,2009,200.3347352,No data,No data,6988.273163,No data,0,459
Bipolar disorder,BGR,Female,2009,5669.305439,No data,No data,6988.273163,No data,0,459
Depressive disorders,BGR,Female,2009,25308.00078,No data,No data,6988.273163,No data,0,459
Eating disorders,BGR,Female,2009,1784.452906,No data,No data,6988.273163,No data,0,459
Idiopathic developmental intellectual disability,BGR,Female,2009,655.2233817,No data,No data,6988.273163,No data,0,459
Schizophrenia,BGR,Female,2009,5859.990649,No data,No data,6988.273163,No data,0,459
Anxiety disorders,ARM,Female,2014,5070.759375,Yes,Yes,4017.229914,No data,0,409
Attention-deficit_hyperactivity disorder,ARM,Female,2014,95.09204813,Yes,Yes,4017.229914,No data,0,409
Bipolar disorder,ARM,Female,2014,2634.967896,Yes,Yes,4017.229914,No data,0,409
Depressive disorders,ARM,Female,2015,9125.119163,No data,No data,3666.141822,No data,0,371
Eating disorders,ARM,Female,2015,686.9425966,No data,No data,3666.141822,No data,0,371
Anxiety disorders,AUT,Female,2009,27531.96864,No data,No data,48153.32402,No data,0,4929
Attention-deficit_hyperactivity disorder,AUT,Female,2009,196.1058756,No data,No data,48153.32402,No data,0,4929
Bipolar disorder,AUT,Female,2009,9248.179065,No data,No data,48153.32402,No data,0,4929
Depressive disorders,AUT,Female,2009,32130.65223,No data,No data,48153.32402,No data,0,4929
Eating disorders,AUT,Female,2009,7961.804184,No data,No data,48153.32402,No data,0,4929
Idiopathic developmental intellectual disability,AUT,Female,2009,619.9986141,No data,No data,48153.32402,No data,0,4929
Anxiety disorders,AUT,Female,2013,27868.04381,No data,No data,50731.12725,No data,0,5235
Attention-deficit_hyperactivity disorder,AUT,Female,2013,193.4437338,No data,No data,50731.12725,No data,0,5235
Bipolar disorder,AUT,Female,2013,9388.322115,No data,No data,50731.12725,No data,0,5235
Depressive disorders,AUT,Female,2013,32504.06387,No data,No data,50731.12725,No data,0,5235
Eating disorders,AUT,Female,2013,7963.039142,No data,No data,50731.12725,No data,0,5235
Idiopathic developmental intellectual disability,AUT,Female,2013,615.9140912,No data,No data,50731.12725,No data,0,5235
Anxiety disorders,BFA,Female,2009,23911.86408,No data,No data,603.8775456,No data,0,30.68659401
Attention-deficit_hyperactivity disorder,BFA,Female,2009,980.1933624,No data,No data,603.8775456,No data,0,30.68659401
Bipolar disorder,BFA,Female,2009,8988.956158,No data,No data,603.8775456,No data,0,30.68659401
Depressive disorders,BFA,Female,2009,41642.62872,No data,No data,603.8775456,No data,0,30.68659401
Eating disorders,BFA,Female,2009,2349.928078,No data,No data,603.8775456,No data,0,30.68659401
Idiopathic developmental intellectual disability,BFA,Female,2009,3303.477158,No data,No data,603.8775456,No data,0,30.68659401
Schizophrenia,BFA,Female,2009,6232.510981,No data,No data,603.8775456,No data,0,30.68659401
Depressive disorders,AZE,Female,2008,21565.7227,No data,No data,5574.468104,No data,0,111
Anxiety disorders,AZE,Female,2008,14202.23076,No data,No data,5574.468104,No data,0,111
Eating disorders,AZE,Female,2008,2355.019559,No data,No data,5574.468104,No data,0,111
Idiopathic developmental intellectual disability,AZE,Female,2008,956.2341858,No data,No data,5574.468104,No data,0,111
Attention-deficit_hyperactivity disorder,AZE,Female,2008,331.3291034,No data,No data,5574.468104,No data,0,111
Bipolar disorder,AZE,Female,2008,7143.474014,No data,No data,5574.468104,No data,0,111
Schizophrenia,AZE,Female,2008,5894.777842,No data,No data,5574.468104,No data,0,111
Anxiety disorders,BDI,Female,2009,17351.32737,No data,No data,204.5447556,No data,0,18.82117844
Attention-deficit_hyperactivity disorder,BDI,Female,2009,515.8535353,No data,No data,204.5447556,No data,0,18.82117844
Bipolar disorder,BDI,Female,2009,4734.691976,No data,No data,204.5447556,No data,0,18.82117844
Depressive disorders,BDI,Female,2009,23421.04155,No data,No data,204.5447556,No data,0,18.82117844
Eating disorders,BDI,Female,2009,1078.985097,No data,No data,204.5447556,No data,0,18.82117844
Idiopathic developmental intellectual disability,BDI,Female,2009,2734.413743,No data,No data,204.5447556,No data,0,18.82117844
Schizophrenia,BDI,Female,2009,2864.711698,No data,No data,204.5447556,No data,0,18.82117844
Anxiety disorders,ATG,Female,2014,264.0068634,No data,No data,15451.49524,No data,0,822.3922119
Attention-deficit_hyperactivity disorder,ATG,Female,2014,6.446755122,No data,No data,15451.49524,No data,0,822.3922119
Bipolar disorder,ATG,Female,2014,95.85847026,No data,No data,15451.49524,No data,0,822.3922119
Depressive disorders,ATG,Female,2015,249.9465338,No data,No data,15985.54114,No data,0,784.6453857
Eating disorders,ATG,Female,2015,47.97070639,No data,No data,15985.54114,No data,0,784.6453857
Anxiety disorders,CPV,Female,2009,813.7952246,No data,No data,3592.315879,No data,0,127.7991486
Attention-deficit_hyperactivity disorder,CPV,Female,2009,29.20744138,No data,No data,3592.315879,No data,0,127.7991486
Bipolar disorder,CPV,Female,2009,364.3324053,No data,No data,3592.315879,No data,0,127.7991486
Depressive disorders,CPV,Female,2009,1699.957647,No data,No data,3592.315879,No data,0,127.7991486
Eating disorders,CPV,Female,2009,118.1661311,No data,No data,3592.315879,No data,0,127.7991486
Idiopathic developmental intellectual disability,CPV,Female,2009,32.47941988,No data,No data,3592.315879,No data,0,127.7991486
Schizophrenia,CPV,Female,2009,261.0801308,No data,No data,3592.315879,No data,0,127.7991486
Anxiety disorders,BDI,Female,2010,17768.75363,No data,No data,222.6605832,No data,0,25.12049484
Attention-deficit_hyperactivity disorder,BDI,Female,2010,528.788055,No data,No data,222.6605832,No data,0,25.12049484
Bipolar disorder,BDI,Female,2010,4847.640997,No data,No data,222.6605832,No data,0,25.12049484
Depressive disorders,BDI,Female,2010,23855.25777,No data,No data,222.6605832,No data,0,25.12049484
Eating disorders,BDI,Female,2010,1103.26441,No data,No data,222.6605832,No data,0,25.12049484
Idiopathic developmental intellectual disability,BDI,Female,2010,2690.291008,No data,No data,222.6605832,No data,0,25.12049484
Schizophrenia,BDI,Female,2010,2947.494392,No data,No data,222.6605832,No data,0,25.12049484
Anxiety disorders,KHM,Female,2009,26873.09718,No data,No data,734.8151187,No data,0,55.72327423
Attention-deficit_hyperactivity disorder,KHM,Female,2009,362.0860968,No data,No data,734.8151187,No data,0,55.72327423
Bipolar disorder,KHM,Female,2009,7264.544848,No data,No data,734.8151187,No data,0,55.72327423
Depressive disorders,KHM,Female,2009,34789.46592,No data,No data,734.8151187,No data,0,55.72327423
Eating disorders,KHM,Female,2009,2110.70423,No data,No data,734.8151187,No data,0,55.72327423
Idiopathic developmental intellectual disability,KHM,Female,2009,6642.103541,No data,No data,734.8151187,No data,0,55.72327423
Schizophrenia,KHM,Female,2009,8101.553898,No data,No data,734.8151187,No data,0,55.72327423
Anxiety disorders,AUS,Female,2014,84377.3782,Yes,Yes,62558.24388,No data,0,6130.998535
Attention-deficit_hyperactivity disorder,AUS,Female,2014,1498.175369,Yes,Yes,62558.24388,No data,0,6130.998535
Bipolar disorder,AUS,Female,2014,27164.25994,Yes,Yes,62558.24388,No data,0,6130.998535
Depressive disorders,AUS,Female,2015,111954.4377,No data,No data,56758.8692,Psychiatrists,13.5,5322.971191
Depressive disorders,AUS,Female,2015,111954.4377,No data,No data,56758.8692,Nurses,90.6,5322.971191
Depressive disorders,AUS,Female,2015,111954.4377,No data,No data,56758.8692,Psychologists,103,5322.971191
Eating disorders,AUS,Female,2015,28158.1089,No data,No data,56758.8692,Psychiatrists,13.5,5322.971191
Eating disorders,AUS,Female,2015,28158.1089,No data,No data,56758.8692,Nurses,90.6,5322.971191
Eating disorders,AUS,Female,2015,28158.1089,No data,No data,56758.8692,Psychologists,103,5322.971191
Anxiety disorders,BEL,Female,2008,30397.1032,No data,No data,48303.39796,No data,0,4653.505859
Attention-deficit_hyperactivity disorder,BEL,Female,2008,255.1021745,No data,No data,48303.39796,No data,0,4653.505859
Bipolar disorder,BEL,Female,2008,11341.2926,No data,No data,48303.39796,No data,0,4653.505859
Depressive disorders,BEL,Female,2008,49554.73713,No data,No data,48303.39796,No data,0,4653.505859
Eating disorders,BEL,Female,2008,8100.371915,No data,No data,48303.39796,No data,0,4653.505859
Idiopathic developmental intellectual disability,BEL,Female,2008,916.1123161,No data,No data,48303.39796,No data,0,4653.505859
Schizophrenia,BEL,Female,2008,9447.808888,No data,No data,48303.39796,No data,0,4653.505859
Anxiety disorders,CMR,Female,2009,30769.11312,No data,No data,1445.860249,No data,0,50.604702
Attention-deficit_hyperactivity disorder,CMR,Female,2009,1264.462702,No data,No data,1445.860249,No data,0,50.604702
Bipolar disorder,CMR,Female,2009,11694.26542,No data,No data,1445.860249,No data,0,50.604702
Depressive disorders,CMR,Female,2009,57897.22768,No data,No data,1445.860249,No data,0,50.604702
Eating disorders,CMR,Female,2009,3802.356197,No data,No data,1445.860249,No data,0,50.604702
Idiopathic developmental intellectual disability,CMR,Female,2009,2382.897749,No data,No data,1445.860249,No data,0,50.604702
Schizophrenia,CMR,Female,2009,8148.359034,No data,No data,1445.860249,No data,0,50.604702
Anxiety disorders,BEL,Female,2009,30631.10052,No data,No data,44760.29124,No data,0,4638.438965
Attention-deficit_hyperactivity disorder,BEL,Female,2009,255.5156642,No data,No data,44760.29124,No data,0,4638.438965
Bipolar disorder,BEL,Female,2009,11414.00364,No data,No data,44760.29124,No data,0,4638.438965
Depressive disorders,BEL,Female,2009,50354.31977,No data,No data,44760.29124,No data,0,4638.438965
Eating disorders,BEL,Female,2009,8169.572433,No data,No data,44760.29124,No data,0,4638.438965
Idiopathic developmental intellectual disability,BEL,Female,2009,915.6635261,No data,No data,44760.29124,No data,0,4638.438965
Schizophrenia,BEL,Female,2009,9478.020205,No data,No data,44760.29124,No data,0,4638.438965
Schizophrenia,AUT,Female,2010,7812.643923,No data,No data,46903.76159,No data,0,4801
Anxiety disorders,AUT,Female,2014,28015.10487,No,Yes,51786.37717,No data,0,5394
Attention-deficit_hyperactivity disorder,AUT,Female,2014,193.7688049,No,Yes,51786.37717,No data,0,5394
Bipolar disorder,AUT,Female,2014,9436.676912,No,Yes,51786.37717,No data,0,5394
Depressive disorders,AUT,Female,2015,32920.96269,No data,No data,44195.81759,No data,0,4613
Eating disorders,AUT,Female,2015,8045.844901,No data,No data,44195.81759,No data,0,4613
Anxiety disorders,CAN,Female,2009,104155.8388,No data,No data,40876.31015,No data,0,4368.856934
